Date,Close,High,Low,Open,Volume
2022-06-24,7066.45654296875,7184.624712583612,7066.45654296875,7184.624712583612,57956600
2022-06-27,6948.2880859375,7090.089883609694,6948.2880859375,7066.456250664328,76354100
2022-06-28,6901.02099609375,6995.555530286815,6901.02099609375,6901.02099609375,146078100
2022-06-29,6877.3876953125,6995.555868771477,6877.3876953125,6924.654964696091,98517800
2022-06-30,6853.75390625,6995.555711206896,6853.75390625,6901.021174568966,101343900
2022-07-01,6853.75390625,6924.654808728448,6853.75390625,6901.021174568966,68738800
2022-07-04,6664.68505859375,6877.387773229721,6617.417788674646,6853.754138270168,102238600
2022-07-05,6853.75390625,6924.654808728448,6711.952101293104,6711.952101293104,69172900
2022-07-06,6901.02099609375,6924.6546296420165,6782.852828352418,6901.02099609375,66801100
2022-07-07,6711.9521484375,6853.753954390405,6711.9521484375,6830.120320064921,86126800
2022-07-08,6759.21923828125,6782.852871981534,6688.318337180397,6735.585604580966,64312400
2022-07-11,6735.5859375,6806.486842105263,6735.5859375,6806.486842105263,36830800
2022-07-12,6782.85302734375,6853.753930068598,6759.219393102134,6782.85302734375,34269000
2022-07-13,6617.41796875,6735.586146763393,6617.41796875,6711.9525111607145,71988200
2022-07-14,6641.05126953125,6711.95217276468,6617.417635120107,6641.05126953125,83316300
2022-07-15,6617.41796875,6711.9525111607145,6617.41796875,6711.9525111607145,57419900
2022-07-18,6759.21923828125,6759.21923828125,6641.051069779829,6641.051069779829,60077700
2022-07-19,6782.85302734375,6782.85302734375,6711.952124618902,6711.952124618902,59641000
2022-07-20,6995.55615234375,6995.55615234375,6782.85343149546,6806.487067145271,105792900
2022-07-21,6995.55615234375,6995.55615234375,6853.75433844489,6995.55615234375,64337100
2022-07-22,6924.65478515625,6995.555687393345,6901.021151077219,6995.555687393345,38956500
2022-07-25,6901.02099609375,6971.921896738549,6901.02099609375,6948.288263190282,31247600
2022-07-26,6901.02099609375,6971.921896738549,6853.753728997217,6853.753728997217,44379900
2022-07-27,6924.65478515625,6948.288419235282,6877.3875169981875,6924.65478515625,58465500
2022-07-28,6948.2880859375,7042.822617718963,6924.654452992134,6971.921718882865,86909700
2022-07-29,6948.2880859375,7066.456250664328,6948.2880859375,6995.555351828231,131553000
2022-08-01,7090.08984375,7090.08984375,6948.288046875,6948.288046875,104841600
2022-08-02,7184.625,7208.258634868421,7090.090460526316,7184.625,106466900
2022-08-03,7208.2587890625,7208.2587890625,7160.991518314549,7208.2587890625,60170600
2022-08-04,7373.69384765625,7373.69384765625,7231.89204289363,7255.5256770207325,164221000
2022-08-05,7444.5947265625,7444.5947265625,7302.792922247024,7397.327458457342,118734200
2022-08-08,7444.5947265625,7491.861994667659,7326.426556299603,7444.5947265625,84328900
2022-08-09,7468.228515625,7539.129419254351,7444.594881081883,7444.594881081883,92875800
2022-08-10,7468.228515625,7468.228515625,7302.79307382318,7373.693977452532,104376300
2022-08-11,7515.49609375,7515.49609375,7397.327916175314,7420.961551690251,73204700
2022-08-12,7491.86181640625,7539.129083386731,7420.960915935528,7491.86181640625,59381200
2022-08-15,7515.49609375,7539.129729264937,7468.228822720126,7515.49609375,81411000
2022-08-16,7539.12939453125,7539.12939453125,7420.961222203174,7515.495760065634,83556700
2022-08-18,7562.7626953125,7586.396328735352,7444.594528198242,7468.228161621094,86136900
2022-08-19,7468.228515625,7610.030322883702,7468.228515625,7610.030322883702,58194900
2022-08-22,7562.7626953125,7562.7626953125,7397.32726135254,7420.96089477539,97293300
2022-08-23,7468.228515625,7562.763053797468,7468.228515625,7562.763053797468,71671800
2022-08-24,7515.49609375,7586.397000294812,7468.228822720126,7515.49609375,108892400
2022-08-25,7633.6640625,7657.297697368421,7468.2286184210525,7562.763157894737,99503500
2022-08-26,7562.7626953125,7680.930862426758,7562.7626953125,7586.396328735352,80472400
2022-08-29,7704.56494140625,7704.56494140625,7515.495863089533,7562.7631326687115,57762100
2022-08-30,7728.19873046875,7822.733271514239,7633.664189423261,7657.297824684633,124467000
2022-08-31,7751.83203125,7775.465665491615,7610.030225800305,7633.66386004192,137659900
2022-09-01,7704.56494140625,7799.099480564609,7680.931306616661,7704.56494140625,74960800
2022-09-02,7775.4658203125,7775.4658203125,7704.564916175912,7704.564916175912,71430600
2022-09-05,7822.732421875,7846.366054569487,7751.831523791541,7775.465156486028,62906000
2022-09-06,7822.732421875,7893.63331995846,7799.098789180514,7846.366054569487,67079900
2022-09-07,7917.267578125,7917.267578124999,7799.0994053171635,7799.0994053171635,117931700
2022-09-08,7893.6337890625,8035.435593656437,7893.6337890625,7940.901057260478,132777400
2022-09-09,7917.267578125,8035.435750932836,7822.733039878731,8035.435750932836,91234600
2022-09-12,7917.267578125,7964.534847248134,7870.000309001865,7870.000309001865,52395300
2022-09-13,8059.06982421875,8106.337095915047,7917.268009129857,7917.268009129857,124485200
2022-09-14,8035.43603515625,8177.237847541361,7917.267858168658,7917.267858168658,116642400
2022-09-15,8271.771484375,8389.9396484375,8035.43515625,8035.43515625,190404800
2022-09-16,7988.1689453125,8248.13894057415,7988.1689453125,8224.505304641272,363127600
2022-09-19,8177.236328125,8271.770852149566,7988.167280075867,8011.8009110820085,102530600
2022-09-20,8082.703125,8177.237664473684,8082.703125,8082.703125,89238400
2022-09-21,8011.802734375,8129.970916297935,7964.535461605826,8059.070007144174,90933700
2022-09-22,8011.802734375,8059.070007144174,7917.2681888366515,7917.2681888366515,61908500
2022-09-23,7917.267578125,8011.802116371268,7917.267578124999,7917.267578124999,60567600
2022-09-26,7964.53515625,8035.4360626854605,7751.83243694362,7751.83243694362,106228200
2022-09-27,7846.3662109375,7988.168009930346,7846.3662109375,7917.267110433922,89567100
2022-09-28,7870.0,7964.534534534534,7799.099099099099,7799.099099099099,89153400
2022-09-29,7917.267578125,7988.168481809701,7870.000309001865,7870.000309001865,62643700
2022-09-30,8082.703125,8106.336759868421,7822.733141447368,7917.2676809210525,176524800
2022-10-03,8035.43603515625,8059.069670553768,7988.168764361213,7988.168764361213,115079600
2022-10-04,8082.703125,8153.604029605263,8059.069490131579,8059.069490131579,80524500
2022-10-05,7988.1689453125,8082.703489044009,7964.535309379623,8059.069853111132,63788000
2022-10-06,7964.53515625,8035.4360626854605,7964.53515625,8011.802427206973,43967400
2022-10-07,7751.83203125,7917.26747094131,7751.83203125,7870.000202458079,112043400
2022-10-10,7846.3662109375,7917.267110433922,7680.930778779179,7704.564411944653,80238200
2022-10-11,7799.0986328125,7846.365897253788,7704.5641039299235,7751.831368371211,64060000
2022-10-12,7870.0,7870.0,7728.198198198198,7751.831831831832,47569700
2022-10-13,7822.732421875,7917.266952652946,7822.732421875,7822.732421875,62282800
2022-10-14,7799.0986328125,7893.633161695076,7799.0986328125,7846.365897253788,70642900
2022-10-17,7799.0986328125,7846.365897253788,7728.197736150568,7799.0986328125,56387500
2022-10-18,7846.3662109375,8011.8016430958205,7799.0989446065505,7822.732577772025,85665300
2022-10-19,7822.732421875,7893.63331995846,7775.465156486028,7799.098789180514,66753500
2022-10-20,8035.43603515625,8035.43603515625,7799.099681181066,7799.099681181066,91812300
2022-10-21,8177.236328125,8248.137221143425,7988.167280075867,7988.167280075867,122777800
2022-10-24,8413.57421875,8413.57421875,8248.138770628511,8271.772406074439,89416500
2022-10-25,8224.50390625,8389.939329651581,8224.50390625,8342.672065822557,84696300
2022-10-26,8082.703125,8177.237664473684,8082.703125,8153.604029605263,98962100
2022-10-27,8224.50390625,8224.50390625,8082.702114762931,8082.702114762931,77003400
2022-10-28,8271.771484375,8271.771484375,8177.236953125,8177.236953125,84980600
2022-10-31,8319.0390625,8366.306329900568,8295.405428799715,8366.306329900568,138922800
2022-11-01,8319.0390625,8508.108132102272,8248.138161399147,8508.108132102272,118118400
2022-11-02,8271.771484375,8342.6723828125,8248.1378515625,8319.03875,68323600
2022-11-03,8319.0390625,8342.672696200283,8224.504527698864,8224.504527698864,81856300
2022-11-04,8295.4052734375,8319.038906695156,8200.870740406874,8295.4052734375,84458300
2022-11-07,8366.306640625,8366.306640625,8200.871198578743,8248.138467734816,94794000
2022-11-08,8271.771484375,8389.9396484375,8248.1378515625,8366.306015625,42525500
2022-11-09,8389.9404296875,8389.9404296875,8200.871349581867,8200.871349581867,96599500
2022-11-10,8319.0390625,8319.0390625,8248.138161399147,8248.138161399147,89463000
2022-11-11,8366.306640625,8437.20754435911,8342.673006046964,8413.573909781073,59597900
2022-11-14,8271.771484375,8413.57328125,8271.771484375,8389.9396484375,49208200
2022-11-15,8319.0390625,8366.306329900568,8271.771795099432,8295.405428799715,59092900
2022-11-16,8129.970703125,8200.871610419696,8082.703431595203,8153.604338889898,143424800
2022-11-17,8248.138671875,8342.673212526863,8129.970496060172,8153.604131223137,72679800
2022-11-18,8342.6728515625,8413.573753983712,8248.138315000886,8248.138315000886,83556900
2022-11-21,8248.138671875,8413.57411801576,8248.138671875,8389.940482852793,35901000
2022-11-22,8413.57421875,8460.841489641854,8366.306947858147,8413.57421875,84684200
2022-11-23,8389.9404296875,8484.474969740317,8389.9404296875,8413.574064700704,84642100
2022-11-24,8508.109375,8508.109375,8460.842100694445,8484.475737847222,53520800
2022-11-25,8484.474609375,8508.1082433844,8413.573707346797,8508.1082433844,75048300
2022-11-28,8531.7421875,8602.643092105263,8484.474917763158,8555.375822368422,96209700
2022-11-29,8484.474609375,8579.009145412605,8437.207341356198,8484.474609375,91562100
2022-11-30,8791.7119140625,8886.24645077285,8366.306498865928,8389.940133043514,644359600
2022-12-01,8508.109375,8838.980295138888,8508.109375,8768.079383680555,155775400
2022-12-02,8446.421875,8517.599587429775,8446.421875,8446.421875,130982100
2022-12-05,8327.791015625,8446.42051727208,8327.791015625,8351.516915954417,114656300
2022-12-06,8232.8876953125,8304.065398730187,8137.984090755583,8280.339497590958,180553800
2022-12-07,8019.35546875,8137.984987518491,8019.35546875,8066.807276257397,229308700
2022-12-08,8066.806640625,8137.984346277574,7924.451229319853,7948.177131204045,172590100
2022-12-09,8137.98486328125,8161.710766672741,8019.355346323797,8066.807153106778,90851300
2022-12-12,8256.61328125,8256.61328125,8043.080179148707,8090.531979615661,102851800
2022-12-13,8256.61328125,8256.61328125,8114.257879849139,8185.43558054957,104580200
2022-12-14,8185.4365234375,8256.614232336957,8090.532911571558,8161.710620471014,118164300
2022-12-15,8066.806640625,8161.710248161765,8066.806640625001,8137.984346277574,113255700
2022-12-16,8161.7109375,8209.162745276162,7971.903706395349,7995.62961028343,181516700
2022-12-19,8209.1611328125,8256.612931268064,8161.709334356936,8209.1611328125,67482900
2022-12-20,8137.98486328125,8209.162573455722,8114.258959889759,8114.258959889759,41243700
2022-12-21,8232.8876953125,8256.613596451729,8137.984090755583,8161.709991894812,33617700
2022-12-22,8137.98486328125,8232.888476847213,8137.98486328125,8209.162573455722,59591500
2022-12-23,8066.806640625,8137.984346277574,8066.806640625001,8090.532542509191,47393000
2022-12-26,8137.98486328125,8185.436670064231,8066.807153106778,8066.807153106778,20495900
2022-12-27,8161.7109375,8209.162745276162,8137.985033611919,8161.7109375,27193800
2022-12-28,8209.1611328125,8209.1611328125,8114.257535901373,8209.1611328125,40420200
2022-12-29,8137.98486328125,8161.710766672741,8066.807153106778,8090.533056498269,47020900
2022-12-30,8114.2587890625,8209.162400630483,8114.2587890625,8137.984691954496,44681400
2023-01-02,8114.2587890625,8161.710594846491,8066.8069832785095,8137.984691954496,10653900
2023-01-03,8114.2587890625,8161.710594846491,8090.532886170505,8114.2587890625,27399100
2023-01-04,7924.451171875,8137.984287284805,7924.451171875,8090.532483860404,90918800
2023-01-05,7829.54736328125,7948.176868785511,7734.643758877841,7924.450967684659,128838500
2023-01-06,7876.99951171875,7900.725413862481,7687.192294568901,7687.192294568901,69286600
2023-01-09,8019.35546875,8019.35546875,7900.725949981509,7900.725949981509,86916900
2023-01-10,7758.3701171875,7995.629142177943,7734.644214688456,7971.9032396789,101759100
2023-01-11,7710.91796875,7734.643870192308,7592.288461538462,7639.740264423077,96069100
2023-01-12,7758.3701171875,7853.273727183678,7710.918312189412,7734.644214688456,103804600
2023-01-13,7639.740234375,7758.369741119954,7616.014333026009,7734.643839770963,119748200
2023-01-16,7734.64404296875,7782.095846913343,7639.740435079562,7639.740435079562,105710700
2023-01-17,7900.72509765625,7948.176900044576,7734.64378929711,7758.369690491272,88695900
2023-01-18,7876.99951171875,7900.725413862481,7758.370001000095,7782.095903143826,96814600
2023-01-19,7900.72509765625,7924.450998850413,7829.547394073761,7924.450998850413,66391800
2023-01-20,7876.99951171875,7900.725413862481,7829.547707431288,7853.273609575019,96859500
2023-01-24,7805.82177734375,7924.451287637728,7805.82177734375,7876.999483520137,42474500
2023-01-25,7782.095703125,7876.999309260671,7782.095703125,7876.999309260671,66124500
2023-01-26,8043.08154296875,8043.08154296875,7805.8225004033,7805.8225004033,77582300
2023-01-27,8256.61328125,8398.968682650862,8114.257879849139,8256.61328125,196804700
2023-01-30,8256.61328125,8327.790981950431,8137.983780082615,8280.339181483478,68544300
2023-01-31,8043.08154296875,8232.88877702111,8043.08154296875,8185.43696850802,200589000
2023-02-01,8066.806640625,8137.984346277574,8019.354836856618,8137.984346277574,77396200
2023-02-02,8019.35546875,8090.533180011094,7971.903661242603,7995.629564996301,99109500
2023-02-03,8256.61328125,8256.61328125,8066.806079382184,8114.257879849139,71716700
2023-02-06,8280.33984375,8304.06574588109,8209.162137356734,8304.06574588109,117757700
2023-02-07,8398.9697265625,8398.9697265625,8304.06611383298,8327.79201701536,116014700
2023-02-08,8375.2431640625,8398.969065377125,8351.517262747875,8375.2431640625,54495500
2023-02-09,8446.421875,8446.421875,8351.518258426966,8375.244162570225,72381700
2023-02-10,8375.2431640625,8446.420868006373,8256.613657489377,8422.69496669175,62060900
2023-02-13,8422.6953125,8446.421214788732,8327.79170334507,8422.6953125,63775000
2023-02-14,8493.873046875,8493.873046875,8375.243535047137,8398.96943741271,81678200
2023-02-15,8422.6953125,8446.421214788732,8304.065801056338,8422.6953125,38037000
2023-02-16,8256.61328125,8398.968682650862,8256.61328125,8375.242782417385,66040400
2023-02-17,8280.33984375,8398.969354405444,8280.33984375,8327.791648012177,43588900
2023-02-20,8304.0654296875,8375.243133370535,8256.613627232144,8280.339528459821,40077000
2023-02-21,8256.61328125,8351.516882183909,8256.61328125,8327.790981950431,25390500
2023-02-22,8232.8876953125,8304.065398730187,8185.435893034041,8256.613596451729,38671900
2023-02-23,8280.33984375,8304.06574588109,8185.436235225645,8185.436235225645,53412300
2023-02-24,8232.8876953125,8398.969003287104,8232.8876953125,8327.791299869416,44123400
2023-02-27,8327.791015625,8327.791015625,8209.16151397792,8232.887414307337,59983900
2023-02-28,8304.0654296875,8327.791330915179,8232.887726004465,8327.791330915179,106349400
2023-03-01,8161.7109375,8304.066360828489,8161.7109375,8280.340456940407,67034700
2023-03-02,8185.4365234375,8256.614232336957,8161.710620471014,8161.710620471014,56672000
2023-03-03,8043.08154296875,8232.88877702111,8043.08154296875,8209.162872764566,95376900
2023-03-06,7971.9033203125,8114.258736746652,7971.9033203125,8114.258736746652,92652000
2023-03-07,7995.62939453125,8043.081201026985,7924.451684787648,7924.451684787648,106115600
2023-03-08,8137.98486328125,8137.98486328125,7971.903539540816,7971.903539540816,79350900
2023-03-09,8137.98486328125,8209.162573455722,8114.258959889759,8209.162573455722,54201400
2023-03-10,8019.35546875,8114.259083764793,8019.35546875,8066.807276257397,59580100
2023-03-13,8114.2587890625,8185.436497738488,8019.355177494518,8019.355177494518,82077700
2023-03-14,7900.72509765625,8043.080504821228,7900.72509765625,7995.628702432901,90495300
2023-03-15,7900.72509765625,8043.080504821228,7900.72509765625,8019.3546036270645,86747400
2023-03-16,7876.99951171875,7924.451316006212,7829.547707431288,7876.99951171875,105894000
2023-03-17,7948.17724609375,8019.354952775187,7900.725441639459,7948.17724609375,198558600
2023-03-20,7971.9033203125,8043.081028529576,7948.1774175734745,7971.9033203125,37277900
2023-03-21,8066.806640625,8066.806640625001,7948.177131204045,7971.903033088236,91617400
2023-03-24,8375.2431640625,8375.2431640625,8185.435953545502,8256.613657489377,145603600
2023-03-27,8256.61328125,8375.242782417385,8256.61328125,8375.242782417385,110692800
2023-03-28,8232.8876953125,8351.517201008644,8232.8876953125,8351.517201008644,98296600
2023-03-29,8518.44921875,8518.44921875,8349.04823996804,8397.44851962003,101068200
2023-03-30,8542.6494140625,8615.24983401204,8518.44927407932,8615.24983401204,118912100
2023-03-31,8470.048828125,8566.849386160715,8445.848688616072,8542.649246651787,97146900
2023-04-03,8518.44921875,8542.649358575994,8470.048939098011,8542.649358575994,60288900
2023-04-04,8494.2490234375,8542.649302773327,8373.248325097935,8542.649302773327,60975800
2023-04-05,8445.8486328125,8518.449050859599,8445.8486328125,8494.248911510565,36922100
2023-04-06,8470.048828125,8494.248967633928,8421.648549107143,8421.648549107143,45489400
2023-04-10,8518.44921875,8518.44921875,8421.648659446022,8445.848799272017,32996000
2023-04-11,8542.6494140625,8542.6494140625,8470.04899411296,8542.6494140625,44554300
2023-04-12,8615.25,8615.25,8542.649578651684,8615.25,91903600
2023-04-13,8639.4501953125,8663.650335915616,8591.049914106268,8663.650335915616,51726500
2023-04-14,8712.05078125,8712.05078125,8663.650499131943,8712.05078125,110354200
2023-04-17,8736.2509765625,8760.451117771814,8615.250270515928,8736.2509765625,83946900
2023-04-18,8833.0517578125,8881.452041416953,8736.251190603596,8760.451332405823,91178700
2023-04-26,8905.6513671875,8905.6513671875,8712.050250509512,8833.050948433254,186928200
2023-04-27,8857.251953125,8881.452095073428,8784.651527279713,8808.851669228141,54842400
2023-04-28,8760.451171875,8833.051595951312,8760.451171875,8808.85145459254,145775300
2023-05-02,8760.451171875,8808.85145459254,8615.250323722375,8808.85145459254,83645900
2023-05-03,8639.4501953125,8760.450898328081,8591.049914106268,8760.450898328081,83728800
2023-05-04,8712.05078125,8736.250922309027,8591.050075954861,8639.450358072916,67565000
2023-05-05,8712.05078125,8760.451063368055,8663.650499131943,8712.05078125,64815100
2023-05-08,8712.05078125,8784.651204427084,8663.650499131943,8712.05078125,84754500
2023-05-09,8639.4501953125,8687.850476518732,8615.250054709384,8663.650335915616,40929600
2023-05-10,8639.4501953125,8663.650335915616,8615.250054709384,8639.4501953125,45322600
2023-05-11,8542.6494140625,8615.24983401204,8518.44927407932,8615.24983401204,81993900
